class	method	parameters	returns
{LV.DigitalNumericConstant}	Discon Typedef		Discon Typedef
{LV.DigitalNumericConstant}	GetProperty	Index	GetProperty
{LV.DigitalNumericConstant}	GetPropertyCallData		GetPropertyCallData
{LV.DigitalNumericConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.DigitalNumericConstant}	Move	position; owner; duplicate	
{LV.DigitalNumericConstant}	ObjHighlight		
{LV.DigitalNumericConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.DigitalNumericConstant}	Replace	Style; Path; PaletteString	Replace
{LV.DigitalNumericConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.DigitalNumericConstant}	SetProperty	Index; Value	
{LV.DigitalNumericConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.DigitalNumericConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.DigitalNumericConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DigitalNumericConstant}	Update Typedef		Update Typedef
{LV.DigitalTable}	AttachDataSocket	url; mode; enabled	
{LV.DigitalTable}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.DigitalTable}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.DigitalTable}	Create Control Ref		Create Control Ref
{LV.DigitalTable}	Create Invoke Node		Create Invoke Node
{LV.DigitalTable}	Create Local		Create Local
{LV.DigitalTable}	Create Property Node		Create Property Node
{LV.DigitalTable}	Delete		
{LV.DigitalTable}	Discon Typedef		Discon Typedef
{LV.DigitalTable}	Get Image	image depth; bg color	image data
{LV.DigitalTable}	Get Term Image	image depth; background color	image data
{LV.DigitalTable}	GetProperty	Index	GetProperty
{LV.DigitalTable}	GetPropertyCallData		GetPropertyCallData
{LV.DigitalTable}	GetTag	TagName	GetTag; Value; isPersistent
{LV.DigitalTable}	Move	position; owner; duplicate	
{LV.DigitalTable}	ObjHighlight		
{LV.DigitalTable}	Reinit To Dflt		
{LV.DigitalTable}	RemoveDataSocket		
{LV.DigitalTable}	RemoveTag	TagName	RemoveTag; OldValue
{LV.DigitalTable}	Replace	Style; Path; PaletteString	Replace
{LV.DigitalTable}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.DigitalTable}	SetProperty	Index; Value	
{LV.DigitalTable}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.DigitalTable}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.DigitalTable}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.DigitalTable}	Update Typedef		Update Typedef
{LV.Digital}	AttachDataSocket	url; mode; enabled	
{LV.Digital}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Digital}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.Digital}	Create Control Ref		Create Control Ref
{LV.Digital}	Create Invoke Node		Create Invoke Node
{LV.Digital}	Create Local		Create Local
{LV.Digital}	Create Property Node		Create Property Node
{LV.Digital}	Delete		
{LV.Digital}	Discon Typedef		Discon Typedef
{LV.Digital}	Get Image	image depth; bg color	image data
{LV.Digital}	Get Term Image	image depth; background color	image data
{LV.Digital}	GetProperty	Index	GetProperty
{LV.Digital}	GetPropertyCallData		GetPropertyCallData
{LV.Digital}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Digital}	Move	position; owner; duplicate	
{LV.Digital}	ObjHighlight		
{LV.Digital}	Reinit To Dflt		
{LV.Digital}	RemoveDataSocket		
{LV.Digital}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Digital}	Replace	Style; Path; PaletteString	Replace
{LV.Digital}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
